trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,key_resp.started,key_resp.keys,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,19.77139300003182,19.77139300003182,space,0.45832850004080683,,001,2022-10-25_14h35.24.059,Slider,2022.2.4,59.91202516797937,
